"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-kadikoy-kosuyolu-kiralik/daire/6299-6008","24","33.000","04-06-2025","Kiralık Daire","3 +
                          1","110 m²","38
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/6/4/1/5/4/4/3f46eaa2-a117-46fa-9c1e-38a55e9f2e65.jpg","EİDS onaylı","İstanbul / Kadıköy / Koşuyolu Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Koşuyolu 3+1 Kombili Arakat Öncephe Ayrılıkçeşme Metroya 50m"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/7374-3888","12","70.000","04-06-2025","Kiralık Daire","2 +
                          1","120 m²","20
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/3/7/4/5/4/4/d6d5db0a-16d0-4c44-b3fd-e8ecbb38e7ed.jpg","EİDS onaylı","İstanbul / Şişli / Teşvikiye Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","İmajplus'dan City's Avm'ye Yakın,Genç Binada,Keyifli,Bahçekatı"
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/100916-287","12","24.000","04-06-2025","Kiralık Daire","2 +
                          1","85 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/6/5/4/2/4/4/1747581807620-44245653.jpg","EİDS onaylı","İstanbul / Kağıthane / Çeliktepe Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Çeliktepede 2+1ara Kat Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/4224-7740","19","45.000","04-06-2025","Kiralık Daire","2 +
                          1","75 m²","13
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / Cumhuriyet Mah.","","","","","","Şişli'de Osmanbey Metroya 6 Bomonti Adaya 2 Otobüs Durağına 2 Nişantaşına 8 Dak. Yeni Binada 2+1"
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/18707-15171","18","44.000","04-06-2025","Kiralık Daire","3 +
                          1","110 m²","31
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/7/8/1/0/780e942a-7a37-46bf-9fd4-d48faaba84b8.jpg","EİDS onaylı","İstanbul / Beyoğlu / Ömer Avni Mah.","https://www.hepsiemlak.com/emlak-ofisi/nuray-ceylan-emlak-18707","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Nuray Ceylan Emlak","","Ceylan'dan Gümüşsuyu'nda Bakımlı,Aydınlık, Ferah 3+1 Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/46572-11205","17","20.000","04-06-2025","Kiralık Daire","2 +
                          1","100 m²","26
                        Yaşında","Ara Kat","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/5/6/4/0/6f811f8f-3c2c-42bd-a963-048139213536.jpg","","İstanbul / Kağıthane / Harmantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-vadi-46572","","","Safir Gayrimenkul Vadi","","Kağıthane  Harmantepe Mahallesi'nde   2+1 Kiralık Geniş Ferah Daire"
"https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/35180-1672","35","28.000","04-06-2025","Kiralık Daire","3 +
                          1","120 m²","24
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/8/8/2/7/4/4/feb5e4e6-51a1-4806-a661-eb479d598aa2.jpg","EİDS onaylı","İstanbul / Şişli / Halide Edip Adıvar Mah.","https://www.hepsiemlak.com/emlak-ofisi/vip-emlak-35180","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Vıp Emlak","","Vip Emlaktan Adıvar Caddesi Üzeri Temiz Kiralık 3+1 Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/113337-482","35","30.000","04-06-2025","Kiralık Daire","3 +
                          1","115 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/9/3/1/7/4/4/474a7e9f-6b3a-4857-b557-389795728738.jpg","EİDS onaylı","İstanbul / Kağıthane / Emniyet Evleri Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Emniyet Evleri M2 Metro’ya 3 Dk Eşyalı  3+1 Kiralık Balkonlu Daire"
"https://www.hepsiemlak.com/istanbul-bahcelievler-cumhuriyet-kiralik/daire/146794-113","35","15.500","04-06-2025","Kiralık Daire","2 +
                          1","85 m²","26
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/2/1/2/6/4/4/fb0165d636e8488adfe2adb65b0175a0f7524961c58e9062cdacb7feed234a74537236c054cf36741f641f79484b8c21.jpg","EİDS onaylı","İstanbul / Bahçelievler / Cumhuriyet Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Barış Emlaktan Cumhuriyet Mah.Kiralık 2+1-85 M2 Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/daire/1472-1121","53","80.000","04-06-2025","Kiralık Daire","3 +
                          1","160 m²","40
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/5/6/4/1/4/4/1738826730162-44146563.jpg","EİDS onaylı","İstanbul / Beşiktaş / Levazım Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Levazım Mahallesi Korukent Sitesi'nde 3+1 160 M2 Manzaralı Bakımlı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-avcilar-universite-kiralik/daire/71777-1382","60","6.500","04-06-2025","Kiralık Daire","2 +
                          1","110 m²","9
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/1/0/7/2/3/4/655d451c-448c-48cc-bfa5-620f70efedbc.jpg","EİDS onaylı","İstanbul / Avcılar / Üniversite Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Metrobüse 5dk Eşyalı Paylaşımlı Yurt Konseptinde Apart Odalar"
"https://www.hepsiemlak.com/istanbul-cekmekoy-kirazlidere-kiralik/daire/22752-16489","13","85.000","04-06-2025","Kiralık Daire","3 +
                          1","174 m²","Sıfır Bina","5. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/9/9/9/1/4/4/ff115793-8ad3-439a-a4ea-3be73da3d211.jpg","","İstanbul / Çekmeköy / Kirazlıdere Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-terminal-22752/oya-dogan-620724","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/2/7/0/2/6/55cac61d-b67b-4563-a5a3-f798ab3d6e2d.jpg","Remax Terminal","Oya
          Doğan","Emlak Konut Çınarköy Evleri 175 M2 3+1 *1aylık Kira Alınmayacak*"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/29820-2155","33","28.000","04-06-2025","Kiralık Daire","2 +
                          1","85 m²","42
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/3/0/7/4/4/24d08e87-a61b-4d30-81d6-d93933fdd0b5.jpg","EİDS onaylı","İstanbul / Üsküdar / Valide-i Atik Mah.","https://www.hepsiemlak.com/emlak-ofisi/arya-emlak-musavirlik-29820","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/8/9/2/0/d20d7543-4c4c-4c21-bf3d-10eac487bbce.jpg","Arya Emlak Müşavirlik","","Arya Dan Validei Atik Camine Yakın '' Otoparklı '' 2+1 Kombili Ara Kattan  Tüm Odalar Aydınlık"
"https://www.hepsiemlak.com/istanbul-kagithane-sultan-selim-kiralik/daire/42692-2460","12","18.000","04-06-2025","Kiralık Daire","1 +
                          1","70 m²","35
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/6/5/8/6/4/4/1748102389409-44685667.jpg","EİDS onaylı","İstanbul / Kağıthane / Sultan Selim Mah.","https://www.hepsiemlak.com/emlak-ofisi/mert-emlak-42692/veli-yasar-827780","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/8/7/7/2/8/56d06029-7ad4-4b17-81e1-e6244f16195d.jpg","Mert Emlak","Veli
          Yaşar","Kağıthane Sultan Selim Merkezde 1+1 65 Metrekare Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-bagcilar-merkez-kiralik/daire/87282-2008","32","20.000","04-06-2025","Kiralık Daire","2 +
                          1","85 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/0/4/7/4/4/5fe45dad-364d-48b0-b257-a974a850dd6a.jpg","EİDS onaylı","İstanbul / Bağcılar / Merkez Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Bağcılar Meydanda Metro Yanı 3. Kat 2+1 Masrafsız Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/18183-1705","11","21.000","04-06-2025","Kiralık Daire","2 +
                          1","80 m²","37
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/0/1/8/6/4/4/b399930d-9ce3-4985-a2f3-d5df96e7ddcb.jpg","EİDS onaylı","İstanbul / Üsküdar / Valide-i Atik Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Asiltürk Emlaktan  Valide-İ Atikte Z.Kamil Hastanesine,Nuh Kuyusu Caddesine Çok Yakın,2+1, Temiz Ara"
"https://www.hepsiemlak.com/istanbul-umraniye-camlik-kiralik/daire/58568-7580","25","40.000","04-06-2025","Kiralık Daire","2 +
                          1","85 m²","17
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/0/1/4/7/4/4/acd03142-999b-471a-8260-97e6ed92f519.jpg","EİDS onaylı","İstanbul / Ümraniye / Çamlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-deha-58568","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/5/8/5/0/05d3ce15-466f-4bb9-b219-2bf596395fb1.jpg","Remax Deha","","Ümraniye Çamlık Mahallesinde Finans Merkezine Yakın  2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/daire/1770-23655","29","45.000","04-06-2025","Kiralık Daire","1 +
                          1","65 m²","15
                        Yaşında","21 ve üzeri","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/8/3/9/6/4/4/1e7c0773-b8fa-4cdf-a187-3d8d269a7bd5.jpg","EİDS onaylı","İstanbul / Ataşehir / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/atacity-emlak-1770","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/1/0/0/1a28a88e-9df7-4589-bc0a-68a6ab09d9ad.jpg","Atacity Emlak","","Ataşehir Suncity De Kiralık Daire Eşyalı Mobilyalı 1+1"
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/18707-16795","15","80.000","04-06-2025","Kiralık Daire","2 +
                          1","120 m²","12
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/8/3/5/2/4/4/16e6e4e0-71b3-47fb-a8ba-0a7e21f064e0.jpg","EİDS onaylı","İstanbul / Beyoğlu / Ömer Avni Mah.","https://www.hepsiemlak.com/emlak-ofisi/nuray-ceylan-emlak-18707","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/7/8/1/0/780e942a-7a37-46bf-9fd4-d48faaba84b8.jpg","Nuray Ceylan Emlak","","Ceylan'dan Kabataş'ta Nezih Binada, Full Mobilyalı 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-esenyurt-piri-reis-kiralik/daire/142831-151","21","16.000","04-06-2025","Kiralık Daire","2 +
                          1","124 m²","8
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/2/1/7/5/4/4/1746278672242-44571271.jpg","EİDS onaylı","İstanbul / Esenyurt / Piri Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/mysia-gayrimenkul-beylikduzu-142831","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/8/2/4/1/8db1b6d7-4bda-4867-9b72-1b1e4b88243f.jpg","Mysia Gayrimenkul Beylikdüzü","","Esenyurt Piri Reis Mh Gümüşlife Sitesi 2+1 Kapalı Mutfak - Ebeveyn Banyolu Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sariyer-darussafaka-kiralik/daire/1472-1120","47","90.000","04-06-2025","Kiralık Daire","4 +
                          1","180 m²","25
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/5/9/3/1/4/4/1738661546868-44139535.jpg","EİDS onaylı","İstanbul / Sarıyer / Darüşşafaka Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Sarıyer Darüşşafaka Mah. Başarı Birlik Sitesi'nde  4+1 180 M2 Kiralık Bakımlı  Dubleks  Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-sururi-mehmet-efendi-kiralik/daire/73025-5991","21","26.000","04-06-2025","Kiralık Daire","2 +
                          1","70 m²","100
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/3/8/7/6/4/4/829d6d0d-3f95-4a3b-8bdd-0cf65da8cf29.jpg","EİDS onaylı","İstanbul / Beyoğlu / Sururi Mehmet Efendi Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Beyoğlu Aynalı Çeşmede Eşyalı 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-fatih-topkapi-kiralik/daire/53863-276","18","19.500","04-06-2025","Kiralık Daire","2 +
                          1","90 m²","29
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/7/4/1/4/4/1738766427494-44147657.jpg","EİDS onaylı","İstanbul / Fatih / Topkapı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Yuvakur'dan 3 Katlı Genç Bina'da Çapa Tıp Yakını  2.Ara Kat Yapılı Temiz 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-fatih-mevlanakapi-kiralik/daire/692418-560","21","16.000","04-06-2025","Kiralık Daire","1 +
                          1","60 m²","42
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/1/0/6/6/1/4/1697724961098-41660153.jpg","EİDS onaylı","İstanbul / Fatih / Mevlanakapı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","(eşyalı )temiz Düz Giriş Daire. (boş)"
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/96848-2889","31","20.000","04-06-2025","Kiralık Daire","2 +
                          1","115 m²","36
                        Yaşında","1. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/4/4/1/7/4/4/da614f70-c49d-4873-94d6-560ceb0ac4d0.jpg","","İstanbul / Bahçelievler / Bahçelievler Mah.","","","","","","Bahçelievler Ulubatlı Cami Yak.2+1 Köşe Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-beylikduzu-yakuplu-kiralik/daire/102872-774","17","17.000","04-06-2025","Kiralık Daire","2 +
                          1","75 m²","10
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/4/3/0/6/4/4/555b8966-292d-44fc-9065-c10914d88b4f.jpg","EİDS onaylı","İstanbul / Beylikdüzü / Yakuplu Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Beylikdüzü Yakuplu'da Kiralık 2+1 Giriş Kat . Açık Mutfak"
"https://www.hepsiemlak.com/istanbul-esenler-havaalani-kiralik/daire/124856-495","16","20.000","04-06-2025","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/6/3/5/4/4/e9dfa15e-3251-4ba8-bb5d-6bcdf61cca1f.jpg","EİDS onaylı","İstanbul / Esenler / Havaalanı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Esenler Havaalanı Mahallesi Kadın Doğum Hastanesine Yakın 2+1 Ara Kat Full Eşyalı"
"https://www.hepsiemlak.com/istanbul-esenler-havaalani-kiralik/daire/124856-495","16","20.000","04-06-2025","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Esenler / Havaalanı Mah.","","","","","","Esenler Havaalanı Mahallesi Kadın Doğum Hastanesine Yakın 2+1 Ara Kat Full Eşyalı"
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/29820-2157","26","30.000","04-06-2025","Kiralık Daire","3 +
                          1","130 m²","40
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/8/9/2/0/d20d7543-4c4c-4c21-bf3d-10eac487bbce.jpg","EİDS onaylı","İstanbul / Üsküdar / Valide-i Atik Mah.","https://www.hepsiemlak.com/emlak-ofisi/arya-emlak-musavirlik-29820","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Arya Emlak Müşavirlik","","Arya'dan Zeynepkamil Hast. Yakın 3+1 Kombili - Teraslı Merkezi Nokta Da Tüm Odalar Ferah Köşe Daire"
"https://www.hepsiemlak.com/istanbul-sariyer-yenikoy-kiralik/daire/2216-6321","26","140.000","04-06-2025","Kiralık Daire","4 +
                          1","160 m²","35
                        Yaşında","En Üst Kat","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/1/2/2/0/0/dd4678cf-bde8-4008-a6ad-31fc60ace2a4.jpg","","İstanbul / Sarıyer / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/life-gayrimenkul-2216/tuncay-ersan-2216","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/2/2/0/0/13c05af9-7629-4423-8bc3-1072bd71bfdc.jpg","Lıfe Gayrimenkul","Tuncay
          Ersan","Yeniköy'de Kiralık 4+1 Cadde Üzerinde Daire"
"https://www.hepsiemlak.com/istanbul-sisli-mesrutiyet-kiralik/daire/13582-2830","15","25.000","04-06-2025","Kiralık Daire","2 +
                          1","80 m²","35
                        Yaşında","Ara Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/7/9/1/6/4/4/749cdace-756c-4193-bc75-b86a5aeb1949.jpg","","İstanbul / Şişli / Meşrutiyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/karizma-emlak-13582","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/5/3/1/0/5d432526-6a96-4a87-83c4-c1926dfc518b.jpg","Karizma Emlak","","Nişantaşı Valikonağı Caddesine Yakın 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-omer-avni-kiralik/daire/18707-16791","12","40.000","04-06-2025","Kiralık Daire","2 +
                          1","90 m²","40
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/9/8/8/1/4/4/0b2eb565-0266-4f09-a41e-2f527b079763.jpg","EİDS onaylı","İstanbul / Beyoğlu / Ömer Avni Mah.","https://www.hepsiemlak.com/emlak-ofisi/nuray-ceylan-emlak-18707","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/7/8/1/0/780e942a-7a37-46bf-9fd4-d48faaba84b8.jpg","Nuray Ceylan Emlak","","Ceylan'dan Gümüşsuyu'nda Nezih Binada Kısmı Mobilyalı 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-kiralik/daire/5467-3435","9","110.000","04-06-2025","Kiralık Daire","6 +
                          1","260 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/1/8/1/3/4/4/08f5c9f3-cdca-4e97-b407-03648ccd196a.jpg","EİDS onaylı","İstanbul / Bakırköy / Zuhuratbaba Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","B.Köy İncirli Cad.9 Yıllık 6+2 (ofis-Ev)260m2 Kiralık Dubleks"
"https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/daire/1770-23660","21","35.400","04-06-2025","Kiralık Daire","1 +
                          1","64 m²","15
                        Yaşında","18. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/3/0/3/7/4/4/158db08e-aa27-4a05-a3bc-6ec73cb85402.jpg","EİDS onaylı","İstanbul / Ataşehir / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/atacity-emlak-1770/metin-kucuk-1770","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/7/7/1/0/0/037b21e2-410f-4810-892c-1c5167ae7ca3.jpg","Atacity Emlak","Metin
          Küçük","Andromeda Residence De Kiralık Daire Eşyalı Mobilyalı 1+1 64 M2"
"https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/35180-1666","19","16.000","04-06-2025","Kiralık Daire","1 +
                          1","70 m²","22
                        Yaşında","Kot 1","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/1/8/4/5/4/4/5af95f94-d554-4045-99c1-7c075b511625.jpg","EİDS onaylı","İstanbul / Şişli / Halide Edip Adıvar Mah.","https://www.hepsiemlak.com/emlak-ofisi/vip-emlak-35180","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Vıp Emlak","","Vip Emlaktan Adıvar Caddesi Üzeri Temiz Kiralık 1+1 Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/8300-1644","19","35.000","04-06-2025","Kiralık Daire","2 +
                          1","110 m²","16
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/0/5/3/0/4/4/ff73ad31-3dad-40d2-b867-be8e6265d6c3.jpg","EİDS onaylı","İstanbul / Kağıthane / Çeliktepe Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Nokta'dan Çeliktepe'de Ulaşım Araçlarına Yakın Konumda 2+1 Asansörlü Kombili"
"https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-kiralik/daire/19631-2096","8","22.000","04-06-2025","Kiralık Daire","Stüdyo","42 m²","35
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/6/6/0/6/4/4/554d672b-9f72-439e-9a4e-d43dfac06762.jpg","EİDS onaylı","İstanbul / Beşiktaş / Ortaköy Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Karadeniz Emlak Beşiktaş Ortaköy De Ful Eşyali Herşey Dahil Studyo Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-konaklar-kiralik/daire/24340-5145","29","80.000","04-06-2025","Kiralık Daire","2 +
                          1","145 m²","25
                        Yaşında","9. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/4/9/3/7/4/4/e0ab62f9-1587-42c8-8a8d-7ac1f0069e95.jpg","EİDS onaylı","İstanbul / Beşiktaş / Konaklar Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Levent Safir Karşı 2+1 Eşyalı Daire Snowboard'dan"
"https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/692418-729","18","29.000","04-06-2025","Kiralık Daire","3 +
                          1","120 m²","32
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/6/1/0/7/4/4/1748381152986-44701645.jpg","EİDS onaylı","İstanbul / Fatih / Seyyid Ömer Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Merkezi Yerde 3+1 120m.Ferah Daire"
